sentence,true_label,predicted_label,source
", because we did not expect impressions to play an important role as an antecedent of cooperative decision-making and cooperative behavior is rather the result of the direct influence of SVO (Heon individuals) or primes (Leon individuals), we did not expect a systematic relationship between cooperative behavior and impressions (Hypothesis 6).",0,2,ssc
The gains or losses incurred by the players on each trial are dependent on choices made by both of them between two available behaviors.,2,0,ssc
"Both the Outcome for Others and the Equality of Outcomes depend on others, meaning when the total group is greater than two people, these others' properties are combinations of multiple people's behaviors, not just a single individual's behavior.",0,1,ssc
"Otherwise, if the accumulated gain explains the behaviour of the birds but the one trial gain does not, then the birds are making decisions based on the four trial reward and are playing a mutualism game.",1,2,ssc
"Fear is associated with the goal to avoid risk, which in a social dilemma induces a tendency to avoid exploitation or loss.",1,2,ssc
"Of course, second graders also shift to A2 or B2 choices, and as soon as one player does so, the chances are high for retaliation on the part of the other.",1,2,ssc
"But you should also be careful not to ask for too much, because if at the end of the study everyone's requests add up to more than the $1,000 that is in the pool, then nobody, including yourself, will receive anything.",1,0,ssc
"The maintenance of social norms often depends on external enforcement, as in the absence of credible sanctioning mechanisms prosocial behaviour deteriorates quickly.",2,0,ssc
"Since the motorization of fishing boats in the early 1930s, competition among fishing units for access to the shiroebi stock has become a chronic problem.",2,0,ssc
"In two behavioral experiments, we offer individuals the latter possibility: Participants can work together to increase the total size of the pie and hence increase the size of their own slice.",1,2,ssc
The inclusion of asynchrony allowed a player to act independently of his opponent; this provided an opportunity to double-cross him.,2,0,ssc
"In many social-game protocols, ranging from gift-exchange over ultimatum bargaining to public-good situations, human behaviour differs substantially from the Nash-equilibrium that results if we assume that players care only about their own monetary payoff.",2,1,ssc
"On a more general level, the present study generates new insights into the relation between social uncertainty and environmental uncertainty by showing that the way in which people deal with social uncertainty is affected by the uncertainty people may experience regarding environmental information (cf.",0,1,ssc
"Considering the relatively smaller groups (4 and 10 persons), they find that size only matters when the return on the public good is low, in which case, contributions actually increase in large groups.",1,2,ssc
"The contextual effects caused by the mean, range, and rank of the distribution confirmed our expectations that these relativity effects are due to some general underlying cognitive mechanisms.",2,0,ssc
"The results also reveal that the average harvest behavior in the baseline game positively and significantly affects the harvest behavior in the second game, suggesting some persistence of behavior over the two games.",2,0,ssc
These results suggest that the shared outcomes involved in cooperation did increase cohesiveness.,2,1,ssc
"In contrast, increasing individuals' awareness of their mortality apparently leads them to base their donation decisions on the social desirability of providing help, as reflected in the amount of help provided in the past (Experiments 1-3) and others' preferences (Experiment 4).",2,1,ssc
The consequence of these two evolutionary forces is that in equilibrium strong reciprocators and purely selfish humans coexist.,0,2,ssc
"Generational differences, maturation, and cultural shift imply that stereotype activation should not affect Millennial entitlement because the change in entitlement occurred in the past and is observed retrospectively.",1,0,ssc
There are indications that the unequal range of pay-off accelerated the observed trends rather than reversing them.,1,0,ssc
"The institutional mechanism implemented in Study 1 is richer than an ultimatum game and simultaneously changes the incentive structure depending on the priors of the participants: if players believe that others will contribute at levels just above the lowest current contributor, and believe that others believe this, pure self-interest will generate the observed ratchet pattern.",1,2,ssc
"Information enables players to decide whether to trust the others in the group and cooperate, once they are aware that cooperation can achieve a superior outcome.",1,2,ssc
"Specifically, when anticipated barriers lower the probability of successfully achieving one's interests, individuals should be more inclined to opt for the benefits of competitive actions.",1,2,ssc
"Replications with people from other age groups or nations would help to establish the generalizability of these findings, which is important to do because researchers have suggested that apologies and offers of compensation are species-typical ways of promoting forgiveness (e.g., fcfullough, 2008;fcfullough, Kurzban, et al., 2010).",0,1,ssc
"As a consequence, confounding effects such as reputation building through punishment or strategic reasons for punishing to increase cooperation in repeated interactions, as shown by Gächter et al. (2004) and Gächter and Herrmann (2009), can be excluded and a clear theoretical benchmark for standard preferences can be derived.",0,2,ssc
"Furthermore, the highest contributor in the group earned more prestige when the good was unattainable, suggesting an association between status and conspicuous cooperation (Hypothesis 3).",0,2,ssc
"Fear is associated with the goal to avoid risk, which in a social dilemma induces a tendency to avoid exploitation or loss.",0,2,ssc
"As such, people from different societies will tend to express different preferences and beliefs: one should be able to measure between-group variation.",1,0,ssc
"This is because probability theory will predict that individuals will not allocate higher weight to any particular numbers, because the probability of winning should be the same for all numbers.",2,0,ssc
"Such patrols not only deter free riding in itself but also generate information needed for the punishment of free riders, which is determined by an executive committee on the group level chaired by the group leader.",1,2,ssc
"If a player died during a wave, the character would respawn during the next wave.",1,0,ssc
""" 5 contexts lead actors to rely more on contributions to the group than competitive contexts, while competitive contexts lead actors to rely more on punishment of others than cooperative contexts.",2,1,ssc
Bargainers with a significant threat tend to threaten and fine more often.,1,0,ssc
The discrepant levels of attention paid to music in relation to consumer behavior and employee or organizational behavior are most clear when considering retail workspaces because (i) customers and employees cohabit the locations and (ii) it is reasonable to expect that music that is selected to influence the behaviors of customers would have similar influences on employees.,0,1,ssc
More intelligent subjects were significantly more likely to vote for whichever of FS or IS was associated with higher earnings ex post.,0,2,ssc
The fothfun mechanism thus leads to less cooperation than in the baseline case with no punishment if the detrimental effect of retaliatory punishment is greater than the positive norm-enforcing effect of punishment.,1,2,ssc
"Due to the missing information on individual evasion of other group members, there is no potential for a contagion effect in the baseline treatment.",2,0,ssc
"However, if each individual attempts to maximize his or her self-interest, the collective outcome will be less desirable than if each individual attempts to maximize the collective interest (Dawes, 1980).",2,1,ssc
"However, because condition SQ6 is played after the subject gains much experience with the task, and in particular after experiencing the fifth position in condition SQ5, we anticipate fewer violations of the model in condition SQ6 than in condition SQ in experiment 1. METHOD Subjects.",1,2,ssc
"In the game, a leader usually emerged and the leader's pleadings for cooperation were harder to ignore because all the players had experienced the results of greedy play.",2,0,ssc
"This was because, in the case of Colombia, their subsistence depends on the fishery, which is not ecologically productive.",1,0,ssc
The original MGE had a strong effect because it involved allocation of tangible rewards; this implies that mere categorization produces discriminative behavior.,2,0,ssc
"These were participants with little or no experience from economic games, because, according to the SHH, there will be a negative deliberation effect on cooperation only for subjects with limited experience from economic games and other ""artificial lab environments"" (Rand et al., 2014).",1,2,ssc
The absence of two mtDNA mutations  in ND1 gene rules out the possibility of involvement of these mutations in early  onset diabetes in Pakistani population.,0,2,pubmed
"In this real-world retrospective analysis, switching high-risk statin-treated patients from omega-3-acid ethyl esters to icosapent ethyl resulted in favorable lipid changes.",0,2,pubmed
The effect of fasting on glucose was small and may not be clinically important.,0,1,pubmed
"In this controlled prospective study, metastatic SN patients with both a â©½10% probability of metastatic non-SN with the MSKCC nomogram and a Tenon  score â©½3.5 failed to identify patients at low risk of metastatic non-SN when completion ALND was not systematic.",0,2,pubmed
"It positively impacts resilience, QoL, ALI, and emotional distress.",0,2,pubmed
"After gastric bypass surgery, diabetes goes away for some people--often even before they lose much weight.",0,2,press_release
"Twenty years of mortality data from counties across the United States led to the striking discovery that living at higher altitudes may be a risk factor for suicide, according to a provocative study published online ahead of print in High Altitude Medicine & Biology, a peer-reviewed journal published by Mary Ann Liebert, Inc.",0,1,press_release
"Applying the description of the meso-oesophagus will create a better understanding of the oesophageal anatomy, leading to more adequate and reproducible surgery.",0,2,pubmed
Severe childhood diarrhea is mostly caused by rotavirus infection.,0,2,pubmed
Enteropathogens were found in only about half of the patients and the most common cause of PD was secondary lactase deficiency.,0,2,pubmed
Familial clustering among the husbands relatives demonstrates the fetal genomes importance in genesis of pre-eclampsia.,0,2,pubmed
New risk score spots patients at high risk of serious blood clots,0,2,press_release
Timing of colostrum collection is critical in determining colostral fatty acid and metabolite concentrations.,0,2,pubmed
Maternal weight gain between pregnancies is linked to complications and adverse outcomes,0,2,press_release
Home nutritional advice during the first year of life decreases caries incidence and severity at four years of age in a low income community.,0,2,pubmed
"While the study found a combined estimated risk for all participants of nearly19 percent, it found an even more elevated risk of recurrence of over 26 percent for male infants, and over 32 percent for infants with more than one older sibling with autism.",0,2,press_release
Researchers identify early biomarker for future atopy in asymptomatic children,0,2,press_release
GISTs may represent another example of the obesity paradox in which obesity\\xa0seemingly provides a protective effect.,0,1,pubmed
"Regional forms of anesthesia - spinal or epidural (neuraxial) anesthesia and peripheral nerve blocks (PNB) - which only numb the area of the body that requires surgery, provide better pain control and faster rehabilitation and fewer complications than general anesthesia, research shows.",0,2,press_release
A significant difference in effect was found between patients with weight loss failure and weight regain.,0,2,pubmed
Increased mortality in HIV positive South African men versus women is unrelated to HIV AIDS,0,2,press_release
Women who have become pregnant after egg donation should be categorized as high-risk patients.,0,2,press_release
"The satisfaction levels among a hospital's staff are closely linked to the quality of healthcare it provides, say a team of doctors from Imperial College London.",0,2,press_release
Feeding preterm infants unpasteurized breastmilk increases the rate of postnatally acquired cytomegalovirus infections.,0,2,pubmed
"Although many measures have been developed, they tend to be complex, labor intensive, have an unclear relationship with improved outcomes, and concentrate on processes of care rather than clinical outcomes.",0,2,press_release
These relations  are mediated in part by BMI.,1,2,pubmed
"Metabolic disorders in this population may be due to HIV infection or lifestyle (smoking, sedentary lifestyle and inadequate diet).",1,0,pubmed
"The available evidence is in favour of weight loss for overweight/obese gout patients, with low, moderate and low quality of evidence for effects on sUA, achieving sUA target and gout attacks, respectively.",1,0,pubmed
It represents a reproducible and potentially beneficial approach within the context of the Brazilian public health system.,1,0,pubmed
The findings from this large prospective study show that men who are taller and who have greater adiposity have an elevated risk of high-grade prostate cancer and prostate cancer death.,2,0,pubmed
Cancer diagnosis later in life poses significant risk to offspring,2,0,press_release
"Evaluation of the effectiveness of a mass vaccination campaign with a new meningitis serogroup A vaccine, PsA-TT, in sub-Saharan Africa found that it had a dramatic impact on cases of serogroup meningitis and on carriage of the disease-causing bacteria in the throat, according to new research published in The Lancet.",2,0,press_release
The results in this trial did not highlight any differences between  those who received the intervention and those who received usual care.,2,0,pubmed
Use of topical corticosteroids in children with eczema does not have negative side effects,2,0,press_release
Study finds socio economic status impact mortality rates for certain stroke in US,2,0,press_release
Tired all the time  Could undiagnosed sleep problems be making MS patients  fatigue worse,2,1,press_release
These findings suggest that GG SNP at IL-6: rs1800795 may indicate an increased risk of metastasis of primary breast cancer.,2,0,pubmed
Clinical success was best achieved in patients undergoing closure of perforations or leaks when OTSC placement was used for primary or rescue therapy.,2,0,press_release
"When combined with standard diagnostic tests, functional imaging procedures have been shown to reduce the rate of misdiagnosed cases of infectious endocarditis.",2,0,press_release
"Few studies have addressed the topic, and the results of these studies provide only limited support for an increased risk of post-operative cognitive dysfunction in patients who are obese.",2,0,pubmed
"Use of exome sequencing improved the ability to identify the underlying gene mutations in patients with biochemically defined defects affecting multiple mitochondrial respiratory chain complexes (enzymes that are involved in basic energy production), according to a study in the July 2 issue of JAMA.",2,0,press_release
"On the basis of a systematic review of studies that were judged to be of high or medium quality, there is an indication that some nutritional factors seem to be associated with an increased fracture risk among children.",2,0,pubmed
"Among those going under the knife, researchers discovered that the month surgery occurred had an insignificant impact on patient outcomes.",2,0,press_release
"Three quarters of pregnant women take sick leave from work but employers can help reduce this through flexible work adjustments, suggests a new study published today (7 November) in BJOG: An International Journal of Obstetrics and Gynaecology.",2,0,press_release
"Despite continuous access to health insurance, publicly insured women were less likely than privately insured women to receive a preconception consult-an evidence-based intervention known to improve pregnancy outcomes.",2,0,pubmed
"An improvement can be observed: a transition from a suspicion about  special diet management to an appropriate and responsible management of meals for children and young people suffering from this specific condition.""",2,0,pubmed
"Use of anthracycline-containing chemotherapy regimens in eligible patients appears to vary with use of the RS assay, despite the lack of evidence supporting use of the assay to guide regimen selection.",2,1,pubmed
The researchers were testing the contentious claim that exposure to levels of fluoride used in community water fluoridation is toxic to the developing brain and can cause IQ deficits.,2,0,press_release
Mini Nutritional Assessment was able to predict the development of PUs.,2,0,pubmed
"With the use of molecular subtype classification including the Ki-67  proliferation index, suspicious nodes detected in luminal B tumors by MRI are likely to have positive findings and warrant preoperative tissue sampling.",2,1,pubmed
